Age,Gender,Department,JobRole,Education,MaritalStatus,MonthlyIncome,JobSatisfaction,YearsAtCompany,OverTime,Attrition
58,Female,Research & Development,Laboratory Technician,2,Married,6716,1,6,Yes,No
34,Female,Human Resources,Human Resources,5,Married,8014,4,8,No,No
29,Male,Research & Development,Manager,5,Divorced,2834,1,0,Yes,No
49,Female,Sales,Laboratory Technician,2,Married,5101,2,7,No,No
32,Male,Research & Development,Sales Executive,5,Married,4354,3,10,No,No
33,Male,Research & Development,Laboratory Technician,5,Married,8568,1,4,No,No
39,Male,Human Resources,Laboratory Technician,1,Married,7235,3,28,No,No
45,Male,Sales,Manager,2,Single,8577,1,5,No,No
37,Male,Research & Development,Manager,1,Single,4455,4,11,No,No
50,Male,Research & Development,Manager,4,Married,3171,1,38,No,No
27,Male,Sales,Human Resources,2,Married,9322,1,6,Yes,No
57,Male,Sales,Laboratory Technician,5,Married,6065,3,11,Yes,No
49,Male,Research & Development,Laboratory Technician,5,Married,8662,3,32,No,No
50,Female,Research & Development,Human Resources,1,Single,5837,1,18,No,No
19,Female,Research & Development,Sales Executive,1,Single,11509,3,35,No,No
50,Female,Research & Development,Research Scientist,4,Married,8944,1,18,Yes,No
50,Female,Sales,Sales Executive,4,Married,5599,4,20,Yes,No
58,Female,Human Resources,Human Resources,5,Divorced,6051,4,18,Yes,No
30,Male,Research & Development,Laboratory Technician,3,Single,6059,2,8,No,No
47,Female,Research & Development,Laboratory Technician,4,Married,3159,3,21,No,No
50,Female,Research & Development,Manager,5,Single,4795,1,18,No,No
30,Male,Human Resources,Manager,4,Divorced,4605,4,36,No,No
43,Male,Sales,Laboratory Technician,2,Married,6581,2,10,No,No
39,Female,Sales,Laboratory Technician,1,Married,3962,2,24,No,No
56,Male,Sales,Manager,5,Divorced,5624,1,34,Yes,No
19,Female,Sales,Manager,4,Married,5084,2,4,No,No
55,Male,Research & Development,Sales Executive,1,Single,6189,2,30,Yes,No
56,Female,Human Resources,Laboratory Technician,3,Married,9670,1,13,No,No
43,Male,Research & Development,Laboratory Technician,4,Single,8738,2,12,Yes,No
32,Male,Sales,Human Resources,5,Married,2723,2,33,No,Yes
51,Male,Research & Development,Sales Executive,2,Divorced,5870,1,33,No,No
59,Female,Research & Development,Research Scientist,1,Married,5242,1,17,No,No
57,Female,Sales,Research Scientist,1,Single,4383,4,5,No,No
28,Female,Research & Development,Research Scientist,2,Single,11382,2,20,No,Yes
20,Male,Research & Development,Manager,5,Single,4683,4,39,No,No
23,Female,Research & Development,Research Scientist,3,Single,4856,4,4,No,No
26,Male,Sales,Human Resources,2,Single,10385,3,1,Yes,Yes
23,Male,Research & Development,Manager,3,Married,8422,1,5,No,No
26,Male,Sales,Manager,5,Married,4891,3,7,Yes,No
56,Female,Sales,Research Scientist,4,Married,7901,1,1,No,Yes
48,Male,Research & Development,Manager,4,Single,5401,3,22,Yes,No
49,Male,Human Resources,Sales Executive,5,Single,5567,1,19,No,No
58,Female,Research & Development,Sales Executive,3,Single,3986,2,3,No,No
29,Female,Human Resources,Research Scientist,2,Single,-82,2,14,No,Yes
25,Male,Research & Development,Human Resources,5,Single,2437,4,29,Yes,Yes
25,Male,Sales,Manager,5,Single,3238,3,19,No,No
45,Male,Research & Development,Laboratory Technician,4,Married,7047,4,23,Yes,No
37,Male,Sales,Research Scientist,2,Married,6383,3,8,No,No
24,Female,Sales,Manager,4,Married,8715,1,20,No,No
28,Male,Research & Development,Research Scientist,3,Married,2991,1,37,Yes,No
37,Female,Research & Development,Research Scientist,3,Single,10466,3,12,No,No
33,Female,Research & Development,Human Resources,1,Married,10235,3,4,Yes,Yes
21,Male,Sales,Laboratory Technician,5,Single,6088,2,13,No,Yes
23,Female,Sales,Manager,2,Single,4284,3,6,No,No
39,Male,Sales,Research Scientist,2,Single,4413,2,5,No,Yes
43,Male,Sales,Research Scientist,4,Single,6495,3,11,Yes,No
20,Male,Sales,Manager,4,Married,10706,2,15,No,No
58,Male,Research & Development,Research Scientist,2,Divorced,5762,4,31,No,No
59,Male,Research & Development,Research Scientist,4,Married,2044,2,10,No,No
31,Male,Research & Development,Research Scientist,1,Single,10738,4,3,No,No
28,Female,Research & Development,Sales Executive,5,Married,4999,2,28,Yes,No
35,Female,Sales,Sales Executive,1,Married,9634,1,33,No,No
29,Female,Human Resources,Laboratory Technician,3,Married,7564,2,8,No,No
40,Male,Sales,Human Resources,2,Married,5628,3,9,Yes,Yes
29,Female,Research & Development,Manager,1,Married,8414,4,7,No,No
30,Female,Human Resources,Human Resources,1,Married,4163,3,35,No,No
42,Female,Research & Development,Human Resources,4,Married,5272,3,31,Yes,No
36,Female,Sales,Sales Executive,4,Single,4673,1,5,No,No
53,Female,Research & Development,Laboratory Technician,4,Single,5498,2,5,No,No
25,Male,Sales,Human Resources,3,Married,7369,1,26,No,No
46,Female,Sales,Human Resources,1,Married,7350,2,1,No,No
49,Male,Sales,Research Scientist,5,Married,2111,3,8,Yes,Yes
35,Female,Human Resources,Manager,4,Divorced,4661,2,37,No,No
23,Male,Human Resources,Laboratory Technician,3,Single,5092,1,4,No,No
35,Male,Sales,Manager,3,Married,7465,4,33,No,No
36,Male,Research & Development,Sales Executive,4,Single,2499,1,13,No,No
39,Female,Human Resources,Human Resources,2,Divorced,7766,1,9,No,No
54,Male,Research & Development,Human Resources,1,Single,3183,1,6,Yes,No
49,Male,Sales,Manager,4,Married,6620,4,19,No,No
58,Female,Research & Development,Sales Executive,5,Single,8786,3,10,No,No
20,Female,Research & Development,Research Scientist,1,Married,2932,1,12,No,No
45,Male,Research & Development,Research Scientist,3,Married,6604,1,16,No,No
27,Male,Research & Development,Human Resources,5,Single,5536,1,36,Yes,No
52,Female,Research & Development,Human Resources,1,Married,3556,4,35,No,No
46,Female,Sales,Laboratory Technician,5,Divorced,2937,4,32,No,No
32,Male,Sales,Manager,3,Single,4231,4,9,Yes,Yes
50,Female,Sales,Human Resources,4,Married,3973,3,33,No,No
24,Male,Research & Development,Sales Executive,5,Single,5486,2,12,No,No
29,Female,Sales,Manager,4,Single,4933,3,24,No,No
47,Female,Research & Development,Laboratory Technician,3,Married,7059,3,32,No,No
38,Male,Research & Development,Research Scientist,3,Married,8021,3,9,No,No
48,Male,Research & Development,Laboratory Technician,5,Single,2177,2,23,No,No
41,Female,Human Resources,Manager,5,Single,5373,1,4,No,No
37,Female,Research & Development,Research Scientist,3,Divorced,3625,4,9,No,No
54,Male,Human Resources,Sales Executive,5,Married,3287,3,38,No,No
21,Female,Research & Development,Research Scientist,5,Single,2077,4,26,No,No
45,Female,Sales,Research Scientist,5,Married,1893,4,35,Yes,No
37,Male,Human Resources,Sales Executive,5,Single,4702,4,32,No,No
41,Female,Research & Development,Human Resources,1,Single,6982,1,27,Yes,No
49,Female,Research & Development,Human Resources,3,Married,6973,4,39,Yes,No
58,Female,Research & Development,Research Scientist,3,Married,3368,4,2,No,No
53,Male,Research & Development,Research Scientist,2,Single,3115,1,30,No,No
51,Male,Sales,Laboratory Technician,4,Married,6598,4,28,Yes,No
53,Male,Research & Development,Human Resources,2,Single,4920,2,20,No,No
19,Female,Sales,Sales Executive,5,Married,8224,2,31,No,No
32,Female,Sales,Research Scientist,5,Single,3223,3,27,No,No
51,Female,Research & Development,Research Scientist,1,Married,1355,2,20,No,No
53,Female,Research & Development,Laboratory Technician,1,Single,7531,2,34,No,No
23,Male,Sales,Laboratory Technician,1,Married,1274,2,29,No,No
56,Female,Research & Development,Laboratory Technician,1,Married,2385,1,16,Yes,No
59,Male,Research & Development,Manager,1,Single,4326,2,28,No,No
29,Female,Research & Development,Sales Executive,1,Single,5287,4,1,Yes,Yes
20,Male,Research & Development,Manager,1,Married,7503,3,32,Yes,No
35,Female,Human Resources,Research Scientist,1,Single,3464,4,3,No,No
57,Female,Sales,Laboratory Technician,1,Married,9294,4,38,No,No
38,Female,Research & Development,Laboratory Technician,3,Married,2209,2,24,No,No
32,Male,Sales,Laboratory Technician,1,Married,5070,3,4,No,No
50,Male,Sales,Human Resources,4,Divorced,8075,4,3,No,No
52,Female,Research & Development,Sales Executive,1,Married,8207,3,28,No,No
43,Female,Research & Development,Manager,5,Married,-1387,2,36,Yes,No
25,Male,Sales,Sales Executive,5,Married,12769,4,7,Yes,No
53,Female,Sales,Laboratory Technician,1,Divorced,5194,1,19,Yes,No
47,Male,Research & Development,Research Scientist,1,Single,6696,4,5,No,No
40,Male,Research & Development,Human Resources,5,Married,5165,4,35,No,No
59,Female,Research & Development,Sales Executive,4,Divorced,11337,3,31,No,No
31,Female,Sales,Research Scientist,2,Single,9223,3,4,No,No
31,Female,Research & Development,Laboratory Technician,3,Single,11268,3,39,Yes,No
19,Female,Sales,Laboratory Technician,5,Divorced,7183,2,19,No,No
54,Male,Sales,Laboratory Technician,1,Married,8280,3,3,No,No
22,Male,Research & Development,Laboratory Technician,3,Single,3388,2,38,No,No
55,Male,Research & Development,Human Resources,1,Married,5338,3,21,Yes,No
58,Male,Sales,Human Resources,2,Single,8282,1,32,No,No
31,Female,Sales,Sales Executive,2,Single,6795,3,30,Yes,No
56,Male,Research & Development,Laboratory Technician,5,Married,6264,2,28,No,No
42,Male,Sales,Human Resources,3,Married,4060,2,4,No,No
37,Male,Sales,Research Scientist,3,Married,8913,4,9,No,No
19,Male,Research & Development,Human Resources,2,Married,8878,3,10,No,No
56,Male,Sales,Human Resources,1,Married,8605,2,36,No,No
23,Female,Sales,Sales Executive,5,Single,6730,4,21,No,No
34,Female,Research & Development,Human Resources,4,Married,6025,1,23,Yes,No
42,Female,Research & Development,Research Scientist,2,Single,8810,2,20,No,No
45,Female,Research & Development,Laboratory Technician,2,Single,8342,3,35,No,No
19,Male,Research & Development,Manager,5,Married,3768,1,15,Yes,Yes
52,Female,Research & Development,Sales Executive,1,Single,6790,2,1,Yes,Yes
54,Male,Human Resources,Research Scientist,3,Married,7645,3,14,Yes,No
22,Male,Research & Development,Sales Executive,2,Single,4317,2,25,Yes,No
18,Female,Sales,Laboratory Technician,5,Single,8258,3,29,No,No
57,Male,Research & Development,Human Resources,5,Single,7794,4,1,No,No
29,Female,Research & Development,Human Resources,5,Married,4959,2,28,No,No
53,Male,Research & Development,Research Scientist,3,Single,2608,2,5,Yes,Yes
40,Female,Research & Development,Laboratory Technician,2,Married,7465,1,0,No,No
48,Male,Research & Development,Manager,5,Married,10911,4,39,No,No
28,Male,Research & Development,Manager,3,Single,6638,1,10,No,No
27,Female,Sales,Human Resources,1,Married,7603,2,22,Yes,No
20,Male,Sales,Laboratory Technician,4,Married,3086,4,25,No,No
31,Male,Research & Development,Laboratory Technician,2,Divorced,5880,3,30,Yes,No
33,Male,Sales,Research Scientist,3,Single,5721,4,14,Yes,No
27,Female,Sales,Manager,4,Single,3783,4,8,No,No
46,Female,Sales,Research Scientist,4,Single,7099,3,33,No,No
27,Male,Sales,Sales Executive,3,Married,7003,2,38,Yes,No
29,Female,Human Resources,Laboratory Technician,3,Married,5264,2,16,Yes,No
47,Female,Sales,Manager,3,Divorced,5968,1,34,No,No
58,Female,Sales,Research Scientist,5,Married,11132,2,35,No,No
18,Female,Sales,Human Resources,1,Single,4448,2,2,Yes,No
22,Male,Research & Development,Sales Executive,5,Married,3171,3,39,No,Yes
37,Female,Sales,Research Scientist,4,Married,3111,1,10,No,Yes
25,Male,Research & Development,Human Resources,4,Divorced,6622,4,27,No,No
29,Male,Sales,Manager,4,Single,-361,1,27,No,No
18,Female,Research & Development,Manager,3,Married,4724,2,18,Yes,No
37,Female,Research & Development,Sales Executive,2,Married,3578,1,1,Yes,No
45,Male,Sales,Human Resources,5,Single,5856,4,31,No,No
54,Male,Research & Development,Laboratory Technician,2,Married,5867,3,10,Yes,Yes
54,Female,Research & Development,Manager,1,Divorced,6861,2,15,No,No
29,Male,Research & Development,Laboratory Technician,1,Married,7538,2,10,Yes,No
54,Male,Research & Development,Laboratory Technician,5,Single,8854,4,2,Yes,No
45,Male,Research & Development,Research Scientist,4,Single,5115,3,28,Yes,No
32,Male,Research & Development,Research Scientist,1,Single,4334,1,4,No,Yes
23,Female,Research & Development,Manager,2,Divorced,8131,4,27,No,No
37,Male,Sales,Laboratory Technician,2,Divorced,1852,1,30,No,No
31,Female,Sales,Research Scientist,3,Married,7893,3,12,No,No
19,Male,Research & Development,Human Resources,4,Married,6357,3,24,No,No
26,Female,Research & Development,Human Resources,3,Single,7122,3,5,No,No
54,Female,Human Resources,Human Resources,5,Married,6912,3,2,No,No
37,Female,Human Resources,Human Resources,1,Single,6341,1,21,No,No
43,Female,Research & Development,Laboratory Technician,3,Married,6442,4,38,No,No
46,Female,Research & Development,Human Resources,3,Married,3223,4,31,No,No
18,Male,Research & Development,Laboratory Technician,5,Married,4371,1,29,Yes,No
52,Female,Research & Development,Manager,2,Divorced,10443,3,6,No,No
23,Female,Research & Development,Manager,2,Single,7682,3,24,Yes,No
54,Male,Sales,Human Resources,5,Married,8651,2,1,Yes,No
22,Male,Sales,Human Resources,2,Married,5136,2,7,Yes,No
50,Female,Research & Development,Human Resources,5,Married,6198,1,32,No,No
31,Female,Research & Development,Manager,2,Married,7316,4,27,No,No
29,Male,Sales,Research Scientist,5,Single,9014,2,9,Yes,No
59,Male,Sales,Manager,2,Single,5618,2,37,No,No
37,Female,Research & Development,Human Resources,3,Single,7192,4,17,No,No
41,Male,Research & Development,Research Scientist,3,Single,7776,2,12,No,No
51,Female,Research & Development,Research Scientist,2,Married,8337,4,20,No,No
42,Female,Research & Development,Sales Executive,5,Single,5495,1,32,No,No
46,Female,Research & Development,Laboratory Technician,3,Married,9204,2,22,No,No
56,Male,Sales,Human Resources,1,Single,2443,3,0,No,No
48,Female,Research & Development,Laboratory Technician,2,Married,3176,1,39,No,No
40,Female,Research & Development,Sales Executive,1,Married,7201,2,20,No,No
55,Female,Sales,Laboratory Technician,1,Single,7135,4,4,No,No
37,Male,Sales,Human Resources,4,Married,5412,1,34,No,No
40,Male,Sales,Sales Executive,1,Married,4894,2,17,Yes,No
33,Female,Research & Development,Laboratory Technician,1,Single,4927,1,37,Yes,No
59,Male,Sales,Manager,4,Married,3752,3,35,No,No
25,Male,Research & Development,Research Scientist,4,Single,5887,2,28,No,No
38,Male,Research & Development,Sales Executive,4,Single,2109,2,25,No,No
18,Female,Research & Development,Manager,5,Married,8830,4,35,Yes,No
25,Male,Research & Development,Human Resources,4,Single,6954,1,37,Yes,No
46,Male,Sales,Research Scientist,5,Married,9234,3,17,No,Yes
49,Male,Research & Development,Sales Executive,2,Single,6402,4,28,Yes,No
55,Female,Research & Development,Research Scientist,5,Single,5907,2,30,Yes,Yes
22,Male,Sales,Sales Executive,2,Married,6313,4,12,No,No
39,Male,Research & Development,Sales Executive,4,Married,4251,4,29,Yes,No
51,Male,Human Resources,Laboratory Technician,4,Married,2891,3,6,No,No
18,Female,Sales,Research Scientist,2,Single,3538,2,39,No,No
43,Male,Research & Development,Research Scientist,3,Married,4934,3,5,No,No
27,Male,Research & Development,Manager,5,Divorced,3791,2,1,No,No
47,Male,Research & Development,Human Resources,1,Married,9371,1,7,Yes,Yes
35,Female,Research & Development,Manager,4,Married,4236,1,9,Yes,No
34,Female,Sales,Laboratory Technician,5,Married,6984,3,21,No,No
43,Female,Sales,Sales Executive,5,Single,7460,4,9,Yes,No
25,Female,Research & Development,Laboratory Technician,4,Single,9093,2,34,No,No
57,Male,Research & Development,Laboratory Technician,2,Single,7704,2,18,No,No
29,Female,Human Resources,Manager,4,Divorced,5566,3,3,No,Yes
44,Male,Sales,Sales Executive,5,Single,10264,4,18,No,Yes
25,Female,Research & Development,Human Resources,3,Married,2889,4,19,Yes,No
42,Male,Sales,Laboratory Technician,2,Single,3649,2,3,No,No
21,Male,Sales,Human Resources,4,Married,6549,1,25,Yes,No
50,Female,Research & Development,Sales Executive,1,Single,6214,2,2,No,No
18,Male,Sales,Sales Executive,4,Married,8042,1,29,No,No
36,Female,Sales,Manager,5,Single,6401,3,35,No,No
48,Male,Sales,Research Scientist,5,Married,6922,4,5,No,No
33,Male,Sales,Manager,1,Married,8490,2,38,No,No
31,Female,Human Resources,Human Resources,2,Married,6351,3,26,No,No
22,Female,Research & Development,Manager,5,Single,7698,4,15,No,No
58,Female,Sales,Sales Executive,2,Single,4110,1,15,No,No
43,Male,Research & Development,Laboratory Technician,2,Married,4275,3,35,No,Yes
45,Male,Research & Development,Research Scientist,4,Single,8202,3,33,No,No
19,Female,Research & Development,Sales Executive,2,Single,6302,2,38,Yes,No
23,Female,Sales,Laboratory Technician,5,Married,6423,3,23,No,No
26,Male,Research & Development,Human Resources,5,Single,4266,3,38,No,No
50,Female,Research & Development,Human Resources,3,Single,4978,2,5,Yes,No
58,Female,Sales,Human Resources,2,Married,6716,3,19,No,No
42,Female,Human Resources,Manager,3,Single,5247,1,8,No,No
30,Female,Research & Development,Human Resources,4,Single,3845,2,20,No,No
26,Female,Human Resources,Human Resources,3,Married,3874,1,10,No,Yes
30,Male,Sales,Manager,2,Single,4406,2,29,No,No
48,Male,Sales,Laboratory Technician,5,Married,5152,4,0,No,No
58,Female,Sales,Sales Executive,4,Single,5308,3,26,Yes,No
28,Male,Human Resources,Research Scientist,2,Married,9920,4,5,Yes,No
21,Male,Sales,Human Resources,4,Married,8310,1,6,No,No
51,Male,Research & Development,Human Resources,1,Married,6742,4,21,No,No
55,Male,Research & Development,Human Resources,2,Single,10655,1,33,No,No
21,Female,Sales,Manager,1,Single,5711,4,19,No,No
55,Female,Sales,Manager,3,Married,7188,1,14,No,No
36,Male,Research & Development,Manager,2,Single,6822,3,8,Yes,No
23,Male,Research & Development,Research Scientist,1,Married,7181,4,17,Yes,No
51,Female,Sales,Sales Executive,5,Divorced,4128,1,35,No,No
35,Female,Research & Development,Human Resources,3,Married,5238,1,29,No,No
30,Female,Research & Development,Laboratory Technician,2,Single,3971,4,10,No,No
58,Female,Research & Development,Human Resources,2,Single,7019,4,32,No,No
40,Male,Research & Development,Human Resources,5,Divorced,6008,4,39,No,No
36,Male,Sales,Human Resources,5,Married,1294,3,5,Yes,No
28,Female,Research & Development,Human Resources,1,Married,7283,3,38,No,No
18,Female,Research & Development,Sales Executive,1,Married,6541,3,21,No,No
41,Female,Sales,Laboratory Technician,1,Married,10260,4,38,No,No
24,Male,Research & Development,Manager,4,Married,8317,1,18,No,No
42,Female,Sales,Laboratory Technician,3,Single,8782,1,21,Yes,Yes
38,Female,Research & Development,Human Resources,2,Married,3177,1,30,No,No
32,Male,Research & Development,Laboratory Technician,3,Married,8795,2,24,Yes,No
18,Male,Research & Development,Human Resources,5,Single,5512,4,29,Yes,No
29,Male,Sales,Laboratory Technician,3,Married,4270,1,3,No,No
24,Male,Human Resources,Research Scientist,3,Single,136,4,25,Yes,No
32,Male,Sales,Laboratory Technician,1,Married,9283,4,6,No,No
38,Male,Research & Development,Manager,5,Single,5288,1,39,No,No
36,Female,Research & Development,Manager,3,Single,5694,4,11,No,No
46,Male,Research & Development,Laboratory Technician,2,Married,6802,2,0,No,No
42,Male,Sales,Laboratory Technician,1,Divorced,10655,2,5,Yes,No
50,Female,Research & Development,Sales Executive,3,Married,5435,1,0,Yes,No
49,Female,Sales,Laboratory Technician,5,Single,5961,4,7,No,No
52,Female,Research & Development,Manager,2,Married,8421,2,32,No,No
55,Male,Research & Development,Research Scientist,5,Single,5302,1,3,No,No
43,Female,Research & Development,Manager,5,Single,3921,3,39,Yes,No
28,Male,Research & Development,Sales Executive,5,Single,529,3,5,No,No
52,Female,Research & Development,Laboratory Technician,4,Single,9340,3,2,Yes,No
25,Male,Sales,Research Scientist,2,Married,6596,3,14,No,No
31,Female,Human Resources,Manager,5,Married,7365,2,5,No,No
27,Male,Sales,Research Scientist,4,Single,4784,1,5,Yes,No
19,Female,Research & Development,Human Resources,1,Married,7699,2,36,Yes,No
26,Male,Research & Development,Manager,4,Single,4540,3,26,No,No
20,Male,Research & Development,Human Resources,1,Divorced,6406,4,4,No,No
38,Male,Sales,Research Scientist,4,Married,6269,3,38,Yes,No
43,Female,Research & Development,Laboratory Technician,5,Single,8823,4,16,Yes,No
25,Female,Sales,Laboratory Technician,4,Divorced,7617,1,22,No,No
19,Female,Sales,Laboratory Technician,4,Single,4433,2,16,No,No
23,Male,Sales,Human Resources,5,Married,7503,4,22,Yes,No
45,Male,Research & Development,Laboratory Technician,1,Single,5082,3,38,No,No
46,Female,Sales,Sales Executive,5,Married,3969,2,32,No,No
43,Male,Sales,Manager,2,Married,7377,4,1,No,No
42,Female,Sales,Manager,4,Single,6484,1,9,Yes,Yes
29,Female,Sales,Research Scientist,2,Single,3010,4,18,No,No
22,Female,Research & Development,Human Resources,5,Married,4711,4,39,Yes,No
51,Male,Human Resources,Manager,5,Single,7863,1,8,No,No
54,Male,Sales,Human Resources,3,Single,6972,2,14,No,No
32,Male,Research & Development,Research Scientist,2,Married,7077,1,23,No,No
53,Female,Research & Development,Laboratory Technician,3,Married,10613,2,11,No,No
32,Male,Research & Development,Research Scientist,2,Single,8489,2,21,No,No
40,Male,Research & Development,Sales Executive,3,Single,5708,2,17,No,No
23,Male,Sales,Laboratory Technician,3,Married,4990,4,1,No,No
38,Male,Research & Development,Laboratory Technician,2,Single,4299,3,14,No,No
40,Female,Sales,Laboratory Technician,5,Married,4850,3,38,Yes,No
33,Female,Sales,Research Scientist,1,Divorced,2002,4,8,Yes,No
32,Male,Research & Development,Sales Executive,5,Married,2959,2,21,Yes,No
42,Male,Research & Development,Human Resources,1,Single,7644,1,16,No,No
53,Female,Sales,Research Scientist,2,Single,9836,1,13,Yes,No
28,Male,Research & Development,Manager,4,Single,6138,3,30,No,No
32,Female,Research & Development,Manager,5,Divorced,4243,2,6,No,No
21,Female,Research & Development,Research Scientist,3,Divorced,-2511,4,34,No,No
38,Male,Research & Development,Human Resources,5,Single,10259,4,33,No,No
30,Female,Research & Development,Manager,2,Married,2653,3,2,Yes,No
39,Female,Research & Development,Human Resources,4,Married,2319,2,1,Yes,No
36,Male,Sales,Laboratory Technician,4,Single,5256,1,26,Yes,No
51,Male,Sales,Research Scientist,5,Single,5894,1,1,No,No
31,Male,Sales,Laboratory Technician,5,Single,6025,4,4,No,No
21,Male,Research & Development,Manager,5,Married,3862,3,20,Yes,No
44,Female,Research & Development,Human Resources,2,Married,7039,4,6,No,No
46,Female,Human Resources,Laboratory Technician,1,Divorced,4695,1,24,No,No
45,Female,Research & Development,Manager,1,Single,4757,4,0,No,No
52,Male,Sales,Sales Executive,3,Single,5303,2,8,Yes,Yes
25,Male,Sales,Laboratory Technician,2,Married,4307,1,1,No,No
33,Female,Sales,Sales Executive,4,Married,2864,1,2,No,No
59,Male,Research & Development,Sales Executive,3,Married,3027,4,36,No,No
53,Female,Research & Development,Manager,4,Married,3237,4,3,No,Yes
47,Male,Human Resources,Research Scientist,4,Married,7140,3,20,No,No
35,Female,Research & Development,Human Resources,5,Single,6997,4,25,Yes,No
19,Female,Research & Development,Manager,4,Married,5328,2,36,Yes,No
30,Male,Research & Development,Laboratory Technician,4,Divorced,5452,3,13,No,No
21,Male,Research & Development,Human Resources,2,Single,8918,3,9,No,No
43,Male,Research & Development,Research Scientist,5,Married,7285,1,25,No,No
42,Male,Research & Development,Manager,5,Single,9912,2,9,No,No
47,Female,Research & Development,Research Scientist,3,Married,4556,2,36,No,No
28,Female,Research & Development,Laboratory Technician,5,Married,3087,3,17,No,No
24,Female,Research & Development,Manager,1,Married,8492,3,26,No,No
48,Female,Sales,Laboratory Technician,2,Married,5948,1,16,No,No
27,Male,Sales,Human Resources,3,Single,3992,4,9,No,No
56,Male,Research & Development,Human Resources,1,Married,7221,2,10,No,No
30,Male,Research & Development,Research Scientist,4,Single,4237,2,23,No,No
48,Female,Sales,Research Scientist,1,Married,7722,1,18,No,No
24,Male,Sales,Human Resources,3,Single,7214,3,15,Yes,No
59,Female,Sales,Sales Executive,5,Married,5435,2,22,No,No
59,Male,Research & Development,Human Resources,2,Single,1783,1,11,No,No
53,Female,Sales,Manager,3,Single,3692,3,18,No,No
37,Female,Sales,Laboratory Technician,1,Single,9795,1,24,Yes,Yes
21,Male,Sales,Human Resources,1,Divorced,10363,2,2,No,No
24,Male,Sales,Human Resources,3,Single,12483,3,12,Yes,No
18,Female,Research & Development,Laboratory Technician,3,Single,7000,1,20,No,No
59,Male,Sales,Laboratory Technician,3,Single,3274,1,21,No,No
30,Male,Research & Development,Manager,5,Single,9347,1,28,No,No
39,Female,Research & Development,Laboratory Technician,3,Single,5339,2,24,Yes,No
38,Male,Human Resources,Research Scientist,4,Married,4294,2,22,No,No
39,Female,Sales,Human Resources,2,Single,6836,4,11,No,No
45,Female,Sales,Laboratory Technician,2,Married,10742,2,22,No,No
26,Male,Sales,Manager,4,Single,5736,1,4,No,No
43,Male,Sales,Laboratory Technician,1,Married,6042,2,28,No,Yes
26,Male,Research & Development,Human Resources,1,Married,2169,1,4,No,Yes
32,Female,Sales,Sales Executive,1,Single,6269,1,38,No,No
27,Male,Sales,Laboratory Technician,1,Single,7663,1,34,No,No
41,Female,Research & Development,Research Scientist,5,Single,5780,3,34,Yes,No
59,Male,Research & Development,Human Resources,4,Single,5966,4,16,No,No
25,Male,Sales,Manager,2,Married,6562,4,29,Yes,No
41,Male,Sales,Human Resources,4,Married,3377,1,1,Yes,Yes
33,Male,Sales,Sales Executive,2,Married,305,2,14,No,No
43,Male,Human Resources,Manager,1,Single,5741,4,22,No,No
44,Female,Research & Development,Sales Executive,5,Single,5435,1,25,No,No
54,Male,Research & Development,Sales Executive,3,Single,7425,2,10,No,No
21,Male,Human Resources,Research Scientist,3,Married,11992,3,23,No,No
41,Male,Research & Development,Laboratory Technician,1,Married,9240,3,8,No,No
36,Female,Sales,Research Scientist,1,Single,857,1,13,No,No
53,Female,Research & Development,Research Scientist,4,Married,12301,2,23,No,No
56,Male,Research & Development,Research Scientist,5,Single,7660,3,6,Yes,No
27,Female,Research & Development,Manager,5,Divorced,5338,3,9,No,No
42,Male,Research & Development,Laboratory Technician,4,Single,9690,3,32,No,No
35,Female,Research & Development,Laboratory Technician,5,Married,-382,2,32,No,No
36,Male,Human Resources,Manager,5,Single,4638,1,26,No,Yes
53,Male,Sales,Research Scientist,3,Married,6492,1,7,No,No
27,Female,Research & Development,Research Scientist,5,Single,6168,3,13,Yes,No
50,Male,Sales,Sales Executive,1,Single,9785,1,6,Yes,No
22,Female,Research & Development,Sales Executive,3,Single,8951,4,17,No,No
52,Male,Sales,Human Resources,1,Divorced,7705,3,25,Yes,Yes
51,Female,Research & Development,Sales Executive,1,Divorced,5307,2,14,Yes,No
50,Female,Research & Development,Laboratory Technician,4,Single,8403,1,32,No,Yes
38,Male,Sales,Manager,5,Married,4504,2,10,No,No
34,Female,Research & Development,Research Scientist,5,Married,7930,1,18,Yes,Yes
39,Female,Research & Development,Human Resources,5,Single,4177,2,17,Yes,No
54,Female,Research & Development,Sales Executive,5,Single,6735,2,21,No,No
32,Male,Sales,Human Resources,3,Divorced,2360,1,35,No,No
52,Female,Research & Development,Manager,2,Married,8588,3,17,No,No
45,Male,Sales,Manager,1,Single,4888,3,17,No,No
24,Male,Sales,Human Resources,2,Single,2577,2,21,Yes,No
49,Female,Sales,Human Resources,2,Single,3590,4,24,No,No
28,Female,Research & Development,Human Resources,2,Married,5233,2,30,No,Yes
27,Male,Research & Development,Research Scientist,3,Single,3719,4,8,Yes,Yes
26,Male,Sales,Laboratory Technician,2,Married,7800,3,37,No,No
31,Male,Sales,Sales Executive,3,Single,5305,4,18,No,No
30,Male,Research & Development,Sales Executive,4,Single,8337,1,24,No,Yes
42,Male,Research & Development,Sales Executive,4,Single,5292,4,14,No,No
19,Female,Research & Development,Human Resources,4,Married,7792,1,4,No,No
